Variable Values,,,,
Value,,Label,,
,2,National Super Alliance (NASA coalition),,
,3,ODM - Orange Democratic Movement,,
,4,Wiper Democratic Movement – Kenya,,
,5,KANU - Kenya African National Union,,
,6,UDA - United Democratic Alliance,,
,7,FORD – Kenya,,
,8,ANC - Amani National Congress,,
,9,Patriotic Party,,
,10,Muungano Party,,
,11,Azimio (Azimio la Umoja coalition),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_mexico,1,PAN - Partido Accion Nacional (National Action Party),,
,2,PRI - Partido Revolucionario Institucional (Institutional Revolution Party),,
,3,PRD - Partido de la Revolucion Democratica (Party of the Democratic Revolution),,
,4,PT - Partido del Trabajo (Labor Party),,
,5,Partido Verde Ecologista de Mexico (Ecologist Green Party of Mexico),,
,6,Movimiento Ciudadano (Citizens' Movement),,
,7,Nueva Alianza (New Alliance),,
,8,MORENA - Movimiento de Regeneracion Nacional (National Regeneration Movement),,
,96,Otro (Other),,
,97,Do not feel close to any party,,
,98,No sabe (Don't know),,
,99,No contestó (Refused),,
d_ptyid_proximity_netherlands,1,The People's Party for Freedom and Democracy (VVD),,
,2,GroenLinks - Labour Party (GL - PvdA),,
,3,The Party for Freedom (PVV),,
,4,The Christian Democratic Appeal (CDA),,
,5,The Socialist Party (SP),,
,6,Democrats 66 (D66),,
,7,ChristianUnion (CU),,
,8,Reformed Political Party,,
,9,Party for Animals,,
,10,Politieke Beweging Denk (Political Movement Think),,
,11,Forum for Democracy (FvD),,
,12,Volt Netherlands,,
,13,JA21,,
,14,Boer burger beweging (BBB),,
,15,Nieuw Sociaal Contract (NSC),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_nigeria,1,All Progressives Congress APC,,
,2,Peoples Democratic Party PDP,,
,3,Labour Party LP,,
,4,African Peoples Alliance APA,,
,5,Allied Congress Party of Nigeria ACPN,,
,6,All Progressive Grand Alliance APGA,,
,7,Alliance for Democracy AD,,
,8,African Democracy Congress ADC,,
,9,People's Party of Nigeria PPN,,
,10,National Conscience Party NCP,,
,11,Action Alliance AA,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_poland,1,Confederation,,
,2,Platforma Obywatelska RP (PO) (Civic Platform),,
,3,Polskie Stronnictwo Ludowe (PSL) (Polish People's Party),,
,4,Prawo i Sprawiedliwosc (PiS) (Law and Justice),,
,5,Ruch Narodowy (National Movement),,
,6,Kukiz'15,,
,7,Nowoczesna (Modern),,
,8,Lewica Razem (Left Together),,
,9,The Left,,
,10,Poland 2050 The movement of Szymon Hołownia,,
,11,"Partia Zieloni (PZ, The Greens)",,
,12,"Inicjatywa Polska (iPL, Polish Initiative)",,
,13,OdNowa Rzeczypospolitej Polskiej (OdNowa RP) (Renewal of the Republic of Poland),,
,14,Nowa Nadzieja (NN) (New Hope),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_safrica,1,African National Congress (ANC),,
,2,Democratic Alliance (DA),,
,3,Congress of the People (COPE),,
,4,African Christian Democratic Party (ACDP),,
,5,Inkatha Freedom Party (IFP),,
,6,Agang South Africa,,
,7,Economic Freedom Fighters (EFF),,
,8,Freedom Front Plus (FF+/VF+),,
,9,United Democratic Movement (UDM),,
,10,African Independent Congress (AIC),,
,11,African People's Convention (APC),,
,12,National Freedom Party (NFP),,
,13,Pan Africanist Congress (PAC),,
,14,ActionSA,,
,15,uMkhonto weSizwe (MK),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_spain,1,Spanish Socialist Workers' Party (PSOE),,
,2,People's Party (PP),,
,3,Podemos (We Can),,
,4,Citizens – Party of the Citizenry (C's),,
,5,Republican Left of Catalonia (ERC),,
,6,Basque Nationalist Party (EAJ/PNV),,
,7,Se Acabó La Fiesta (SALF),,
,8,"Basque Country Unite (EH Bildu): Eusko Alkartasuna (EA), Alternatiba, Sortu",,
,9,Canarian Coalition – Canarian Nationalist Party (CC – PNC),,
,10,Vox (Vox),,
,11,"Galician Nationalist Bloc – Usto Galician Candidacy (BNG-Nos), Anova",,
,12,"Yes to the Future (GBai), Geroa Bai",,
,13,United Left (IU),,
,14,Equo,,
,15,Navarrese People's Union (UPN),,
,16,Regionalist Party of Cantabria (PRC),,
,17,Popular Unity Candidacy (CUP),,
,18,Teruel Exists (TE),,
,19,Together for Catalonia (Junts),,
,20,Catalunya en Comu (Comuns),,
,21,Commitment Coalition (Compromis),,
,22,Movimiento Sumar (SMR),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_sweden,1,The Swedish Social Democratic Party,,
,2,The Moderate Party,,
,3,The Sweden Democrats,,
,4,The Green Party,,
,5,The Centre Party,,
,6,The Left Party,,
,7,The Liberals,,
,8,The Christian Democrats,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_turkey,1,Justice and Development Party,,
,2,Independent Turkey Party,,
,3,Republican People's Party,,
,4,Democrat Party,,
,5,Democratic Left Party,,
,6,Rights and Freedoms Party,,
,7,People's Liberation Party,,
,8,People's Equality and Democracy Party,,
,9,Nationalist Movement Party,,
,10,Felicity Party,,
,11,Communist Party,,
,12,Homeland Party,,
,13,IYI Party/Good Party,,
,14,Democracy and Progress Party,,
,15,Re-Welfare Party,,
,16,Free Cause Party,,
,17,Turkish Workers' Party,,
,18,Labor Party,,
,19,Victory Party,,
,20,Left Party,,
,21,Justice Union Party,,
,22,Justice Party,,
,23,Motherland Party,,
,24,Grand Unity Party,,
,25,Future Party,,
,26,Young Party,,
,27,Hometown Party,,
,28,Nation Party,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused (DO NOT READ),,
d_ptyid_proximity_uk,1,Labour Party,,
,2,Conservative Party,,
,3,Liberal Democrats,,
,4,Scottish National Party (SNP),,
,5,Plaid Cymru,,
,6,Green Party,,
,7,UK Independence Party (UKIP),,
,8,Sinn Fein,,
,9,Social Democratic and Labour Party,,
,10,Ulster Unionist Party,,
,11,Democratic Unionist Party,,
,12,Reform UK (The Brexit Party),,
,13,Alba party,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptyid_proximity_lean,1,Yes,,
,2,No,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
d_ptylean_argentina,1,Union por la Patria/Peronismo,,
,2,Propuesta Republicana (PRO),,
,3,La Libertad Avanza/Libertarios/Javier Milei,,
,4,Partido Socialista (Socialist Party),,
,5,Movimiento Libres del Sur (Freemen of the South Movement),,
,6,Frente de Izquierda y de Trabajadores - Unidad (Partido de los Trabajadores Socialistas),,
,7,Unión Cívica Radical (UCR),,
,8,Hacemos por Nuestro País,,
,9,Coalición Cívica ARI,,
,10,Cambio Federal,,
,96,Otro (Other),,
,97,Do not feel close to any party,,
,98,No sabe (Don't Know),,
,99,No responde (Refused),,
d_ptylean_australia,1,Liberal Party (Liberal National Party (LNP) / Country Liberal Party),,
,2,Australian Labor Party,,
,3,The Nationals,,
,5,The Greens,,
,8,Independent,,
,9,Katter's Australian Party,,
,10,United Australia Party (UAP),,
,11,Centre Alliance,,
,13,Pauline Hanson's One Nation,,
,15,Jacqui Lambie Network (JLN),,
,96,Other party (please specify),,
,97,Do not feed close to any party,,
,99,Don't know/Refused,,
d_ptylean_brazil,1,PL Liberal Party,,
,2,União Brasil,,
,3,MDB Movimento Democratico Brasileiro formally known as PMDB Partido do Movimento Democratico Brasileiro (Brazilian Democ,,
,4,PT Partido dos Trabalhadores (Workers' Party),,
,5,PSDB Partido da Social Democracia Brasileira (Brazilian Social Democracy Party),,
,6,PP Partido Progressista (Progressive Party),,
,7,PDT Partido Democratico Trabalhista (Democratic Labour Party),,
,8,PRD Partido Renovação Democrática (Democratic Renewal Party),,
,9,PSB Partido Socialista Brasileiro (Brazilian Socialist Party),,
,10," Cidadania, formerly: PPS Partido Popular Socialista (Socialist People's Party)",,
,11,PCdoB Partido Comunista do Brasil (Communist Party of Brazil),,
,12,"Republicanos (Republicans), formerly Brazilian Republican Party",,
,13,PV Partido Verde (Green Party),,
,14,PSD Partido Social Democratico (Social Democratic Party),,
,15,PMN Partido da Mobilizacao Nacional (Party of National Mobilization),,
,16,AVANTE Avante formally known as PTdoB Partido Trabalhista do Brasil (Labour Party of Brazil),,
,17,DC - Democracia Cristã formally known as PSDC Partido Social Democrata Cristao (Christian Social Democratic Party),,
,18,SD Solidariedade (Solidarity),,
,19,PODE Podemos,,
,20,PRTB Partido Renovador Trabalhista Brasileiro (Brazilian Labour Renewal Party),,
,21,PSOL Partido Socialismo e Liberdade (Socialism and Liberty Party),,
,22,PMB Partido da Mulher Brasileira (Brazilian Woman Party),,
,23,PSTU Partido Socialista dos Trabalhadores Unificado (United Socialist Workers' Party),,
,24,REDE Rede Sustentabilidade (Sustainability Network),,
,25,PCB Partido Comunista Brasileiro (Brazilian Communist Party),,
,26,PCO Partido da Causa Operaria (Workers' Cause Party),,
,27,NOVO Partido Novo (New Party),,
,28,"AGIR, formerly PTC Partido Trabalhista Cristao (Christian Workers Party)",,
,29,UP Unidade Popular (Popular Unity),,
,96,Outro (Other),,
,97,Do not feel close to any party,,
,98,No sabe (Don't know),,
,99,Recusa (Refused),,
d_ptylean_canada,1,Liberal Party,,
,2,Conservative Party (PC or Progressive Conservative Party),,
,3,New Democratic Party (NDP),,
,4,Bloc Quebecois (QUEBEC ONLY),,
,5,Green Party,,
,6,People's Party of Canada,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_france,1,Parti Socialiste (Socialist Party) (PS),,
,2,Les Républicains (The Republicans) (LR),,
,3,National Rally - RN / formerly National Front NF,,
,4,"Renaissance, formerly known as En Marche",,
,5,La France Insoumise (Untamed France),,
,6,Mouvement démocrate (MoDem) / Le Modem (Democratic Movement),,
,7,Europe Écologie / Les Verts (Europe Ecology – the Greens),,
,8,Parti Communiste Français (French Communist Party) (PCF),,
,9,L'Union des Démocrates Indépendants (L’UDI) (Union of Democrats and Independents),,
,10,Lutte Ouvrière (Workers' Struggle) (LO),,
,11,Nouveau Parti Anticapitaliste (New Anticapitalist Party) (NPA),,
,12,Parti de Gauche (Left Party) (PG),,
,13,Génération Écologie (Generation Ecology),,
,14,"Debout la France (DLF) – “Stand up, France”",,
,15,Résistons! (R) – « Let's resist »,,
,16,Union Populaire Républicaine (UPR) – « Popular Republican Union »,,
,17,Horizons,,
,18,"Parti républicain, radical et radical-socialiste (Radical Party)",,
,19,Ensemble!,,
,20,Génération.s,,
,21,Les Centristes (The Centrists),,
,22,Reconquête (Reconquest),,
,96,Other (SPECIFY),,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_germany,1,SPD (Social Democratic Party of Germany),,
,2,CDU (Christian Democratic Union of Germany),,
,3,CSU (Christian Social Union in Bavaria),,
,4,"Bündnis 90, Die Grünen (Alliance 90/The Greens)",,
,5,FDP (Free Democratic Party),,
,6,Die Linke (The Left),,
,7,SSW (South Schleswig Voters' Association),,
,8,"AfD, Alternative für Deutschland (Alternative for Germany)",,
,9,Freie Wähler (Free Voters),,
,10,"Gruppe BSW, Bündnis Sahra Wagenknecht",,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_greece,1,PASOK – Kinima Allagis,,
,2,New Democracy (ND),,
,3,Communist Party of Greece (KKE),,
,4,SYRIZA,,
,5,Course of Freedom (Plefsi Eletherias),,
,6,Greek Solution (Elliniki Lysi) (EL),,
,7,MERA 25,,
,8,Spartans,,
,9,Victory (NIKI),,
,10,New Left (Nea Aristera),,
,11,Voice of Reason (Foni Logikis),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_hungary,1,Fidesz-Magyar Polgári Szövetség (Fidesz – Hungarian Civic Alliance),,
,2,Kereszténydemokrata Néppárt (KDNP) (Christian Democratic People's Party),,
,3,Jobbik Magyarországért Mozgalom (Movement for a Better Hungary),,
,4,Demokratikus Koalíció (Democratic Coalition),,
,5,Magyar Szocialista Párt (Hungarian Socialist Party),,
,6,Tisztelet és Szabadság Párt (TISZA – Party of Respect and Liberty),,
,7,LMP -- Lehet Más a Politika (Politics Can Be Different),,
,8,Párbeszéd Magyarországért (Dialogue),,
,9,Magyar Kétfarkú Kutya Párt (MKKP),,
,10,Momentum Mozgalom,,
,11,Igen Szolidaritás Magyarországért Mozgalom (Igen Szolidaritás) – (Yes Solidarity for Hungary Movement),,
,12,Mi Hazánk Mozgalom,,
,13,Új Kezdet – (New Beginning),,
,14,Huxit Párt,,
,15,Második Reformkor (2RK – Second Reform Age),,
,16,A Nép Pártján (Standing with People),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_india,1,Aam Aadmi Party (AAP),,
,2,Akali Dal,,
,3,All India Anna Dravida Munnetra Kazhagam (AIADMK),,
,4,All India Majlis-E-Ittehadul Muslimeen (AIMIM/MIM),,
,5,Biju Janata Dal (BJD),,
,6,BJP: Bharatiya Janata Party,,
,7,BSP: Bahujan Samaj Party,,
,8,Communist Party of India (CPI),,
,9,CPI (M): Communist Party of India (Marxist),,
,10,DMDK,,
,11,Dravida Munnetra Kazhagam (DMK),,
,12,Indian National Congress (INC),,
,13,Janata Dal (Secular) (JD (S)),,
,14,Janata Dal United (JDU),,
,15,Jharkland Mukti Morcha (JMM),,
,16,Maharashtra Nav Nirman Sena (MNS),,
,17,Nationalist Congress Party,,
,18,Rashtriya Janata Dal (RJD),,
,19,Shiv Sena,,
,20,SP: Samajwadi Party,,
,21,Telangana Rashtra Samithi,,
,22,Telegu Desham Party (TDP),,
,23,Trinamul Congress,,
,24,Yuvajana Sramika Rythu Congress Party (YSR Congress Party),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_indonesia,1,Partai Demokrat (Democratic Party Indonesia),,
,2,Partai Golongan Karya (Party of the Functional Groups) (Golkar),,
,3,Partai Demokrasi Indonesia Perjuangan (Indonesian Democratic Party – Struggle) PDI-P,,
,4,Partai Kebangkitan Bangsa (National Awakening Party) (PKB),,
,5,Partai Persatuan Pembangunan (United Development Party)(PPP),,
,6,Partai Amanat Nasional (National Mandate Party) (PAN),,
,7,Partai Hati Nurani Rakyat (People’s Conscience Party) (Hanura),,
,8,Partai Nasional Demokrat (National Democratic Party) (Nasdem),,
,9,Partai Keadilan Sejahtera (Propserous Justice Party) (PKS),,
,10,Gerindra - Partai Gerakan Indonesia Raya,,
,11,Partai Persatuan Indonesia (Perindo),,
,12,Partai Solidaritas Indonesia (PSI),,
,13,Partai Garda Perubahan Indonesia (Garuda),,
,14,Partai Bulan Bintang (PBB),,
,15,Partai Buruh,,
,16,Partai Gelombang Rakyat Indonesia (Gelora),,
,17,Partai Kebangkitan Nusantara (PKN),,
,18,Partai UMMAT,,
,96,Lainnya (Other),,
,97,Do not feel close to any party,,
,98,Tidak tahu (Don’t know),,
,99,Menolak (Refused),,
d_ptylean_israel,1,The Consolidation (Likud),,
,2,There is a Future (Yesh Atid),,
,3,The Religious Zionism,,
,4,The State Camp,,
,5,Guardians of the Sephardim (Shas),,
,6,United Torah Judaism (Yahadut Ha'tora),,
,7,Israel is Our Home (Yisrael Beiteinu),,
,8,Ra'am,,
,9,Hadash-Ta'al,,
,10,The Democrats/Labor/Meretz,,
,11,New Hope,,
,12,Balad,,
,13,Otzma Yehudit,,
,14,Noam ,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_italy,1,Forza Italia (Forward Italy),,
,2,Fratelli d'Italia (Brothers of Italy),,
,3,Lega formerly known as Lega Nord (Northern League),,
,4,Movimento 5 stelle (Five Star Movement),,
,5,Partito Democratico (PD) (Democratic Party),,
,6,+Europa,,
,7,Noi Moderati,,
,8,Alleanza Verdi e Sinistra,,
,9,Italia Viva,,
,10,Italexit per L'italia,,
,11,Unione popolare con De Magistris,,
,12,Mastella noi di Centro,,
,13,"Partito Comunista, PC",,
,14,Azione,,
,15,Democrazia Sovrana Popolare (Sovereign Popular Democracy),,
,96,Other (SPECIFY),,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_japan,1,LDP (Liberal Democratic Party),,
,2,DPFP (Democratic Party for the People),,
,3,CDP (Constitutional Democratic Party),,
,5,Komeito,,
,6,JCP (Japanese Communist Party),,
,7,Nippon Ishin no Kai (Japan Innovation Party),,
,8,SDP (Social Democratic Party),,
,9,Okinawa Socialist Masses Party,,
,10,Reiwa Shinsengumi,,
,11,Mintsuku / The Collaborative Party,,
,12,Sanseitō,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_kenya,1,Jubilee Party,,
,2,National Super Alliance (NASA coalition),,
,3,ODM - Orange Democratic Movement,,
,4,Wiper Democratic Movement – Kenya,,
,5,KANU - Kenya African National Union,,
,6,UDA - United Democratic Alliance,,
,7,FORD – Kenya,,
,8,ANC - Amani National Congress,,
,9,Patriotic Party,,
,10,Muungano Party,,
,11,Azimio (Azimio la Umoja coalition),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_mexico,1,PAN - Partido Accion Nacional (National Action Party),,
,2,PRI - Partido Revolucionario Institucional (Institutional Revolution Party),,
,3,PRD - Partido de la Revolucion Democratica (Party of the Democratic Revolution),,
,4,PT - Partido del Trabajo (Labor Party),,
,5,Partido Verde Ecologista de Mexico (Ecologist Green Party of Mexico),,
,6,Movimiento Ciudadano (Citizens' Movement),,
,7,Nueva Alianza (New Alliance),,
,8,MORENA - Movimiento de Regeneracion Nacional (National Regeneration Movement),,
,96,Otro (Other),,
,97,Do not feel close to any party,,
,98,No sabe (Don't know),,
,99,No contestó (Refused),,
d_ptylean_netherlands,1,The People's Party for Freedom and Democracy (VVD),,
,2,GroenLinks - Labour Party (GL - PvdA),,
,3,The Party for Freedom (PVV),,
,4,The Christian Democratic Appeal (CDA),,
,5,The Socialist Party (SP),,
,6,Democrats 66 (D66),,
,7,ChristianUnion (CU),,
,8,Reformed Political Party,,
,9,Party for Animals,,
,10,Politieke Beweging Denk (Political Movement Think),,
,11,Forum for Democracy (FvD),,
,12,Volt Netherlands,,
,13,JA21,,
,14,Boer burger beweging (BBB),,
,15,Nieuw Sociaal Contract (NSC),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_nigeria,1,All Progressives Congress APC,,
,2,Peoples Democratic Party PDP,,
,3,Labour Party LP,,
,4,African Peoples Alliance APA,,
,5,Allied Congress Party of Nigeria ACPN,,
,6,All Progressive Grand Alliance APGA,,
,7,Alliance for Democracy AD,,
,8,African Democracy Congress ADC,,
,9,People's Party of Nigeria PPN,,
,10,National Conscience Party NCP,,
,11,Action Alliance AA,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_poland,1,Confederation,,
,2,Platforma Obywatelska RP (PO) (Civic Platform),,
,3,Polskie Stronnictwo Ludowe (PSL) (Polish People's Party),,
,4,Prawo i Sprawiedliwosc (PiS) (Law and Justice),,
,5,Ruch Narodowy (National Movement),,
,6,Kukiz'15,,
,7,Nowoczesna (Modern),,
,8,Lewica Razem (Left Together),,
,9,The Left,,
,10,Poland 2050 The movement of Szymon Hołownia,,
,11,"Partia Zieloni (PZ, The Greens)",,
,12,"Inicjatywa Polska (iPL, Polish Initiative)",,
,13,OdNowa Rzeczypospolitej Polskiej (OdNowa RP) (Renewal of the Republic of Poland),,
,14,Nowa Nadzieja (NN) (New Hope),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_safrica,1,African National Congress (ANC),,
,2,Democratic Alliance (DA),,
,3,Congress of the People (COPE),,
,4,African Christian Democratic Party (ACDP),,
,5,Inkatha Freedom Party (IFP),,
,6,Agang South Africa,,
,7,Economic Freedom Fighters (EFF),,
,8,Freedom Front Plus (FF+/VF+),,
,9,United Democratic Movement (UDM),,
,10,African Independent Congress (AIC),,
,11,African People's Convention (APC),,
,12,National Freedom Party (NFP),,
,13,Pan Africanist Congress (PAC),,
,14,ActionSA,,
,15,uMkhonto weSizwe (MK),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_spain,1,Spanish Socialist Workers' Party (PSOE),,
,2,People's Party (PP),,
,3,Podemos (We Can),,
,4,Citizens – Party of the Citizenry (C's),,
,5,Republican Left of Catalonia (ERC),,
,6,Basque Nationalist Party (EAJ/PNV),,
,7,Se Acabó La Fiesta (SALF),,
,8,"Basque Country Unite (EH Bildu): Eusko Alkartasuna (EA), Alternatiba, Sortu",,
,9,Canarian Coalition – Canarian Nationalist Party (CC – PNC),,
,10,Vox (Vox),,
,11,"Galician Nationalist Bloc – Usto Galician Candidacy (BNG-Nos), Anova",,
,12,"Yes to the Future (GBai), Geroa Bai",,
,13,United Left (IU),,
,14,Equo,,
,15,Navarrese People's Union (UPN),,
,16,Regionalist Party of Cantabria (PRC),,
,17,Popular Unity Candidacy (CUP),,
,18,Teruel Exists (TE),,
,19,Together for Catalonia (Junts),,
,20,Catalunya en Comu (Comuns),,
,21,Commitment Coalition (Compromis),,
,22,Movimiento Sumar (SMR),,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_sweden,1,The Swedish Social Democratic Party,,
,2,The Moderate Party,,
,3,The Sweden Democrats,,
,4,The Green Party,,
,5,The Centre Party,,
,6,The Left Party,,
,7,The Liberals,,
,8,The Christian Democrats,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
d_ptylean_turkey,1,Justice and Development Party,,
,2,Independent Turkey Party,,
,3,Republican People's Party,,
,4,Democrat Party,,
,5,Democratic Left Party,,
,6,Rights and Freedoms Party,,
,7,People's Liberation Party,,
,8,People's Equality and Democracy Party,,
,9,Nationalist Movement Party,,
,10,Felicity Party,,
,11,Communist Party,,
,12,Homeland Party,,
,13,IYI Party/Good Party,,
,14,Democracy and Progress Party,,
,15,Re-Welfare Party,,
,16,Free Cause Party,,
,17,Turkish Workers' Party,,
,18,Labor Party,,
,19,Victory Party,,
,20,Left Party,,
,21,Justice Union Party,,
,22,Justice Party,,
,23,Motherland Party,,
,24,Grand Unity Party,,
,25,Future Party,,
,26,Young Party,,
,27,Hometown Party,,
,28,Nation Party,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused (DO NOT READ),,
d_ptylean_uk,1,Labour Party,,
,2,Conservative Party,,
,3,Liberal Democrats,,
,4,Scottish National Party (SNP),,
,5,Plaid Cymru,,
,6,Green Party,,
,7,UK Independence Party (UKIP),,
,8,Sinn Fein,,
,9,Social Democratic and Labour Party,,
,10,Ulster Unionist Party,,
,11,Democratic Unionist Party,,
,12,Reform UK (The Brexit Party),,
,13,Alba party,,
,96,Other,,
,97,Do not feel close to any party,,
,98,Don't know,,
,99,Refused,,
political_scale2,0,Extreme left,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,Extreme right,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
political_scale3,0,Extremely progressive,,
,1,<none>,,
,2,<none>,,
,3,<none>,,
,4,<none>,,
,5,<none>,,
,6,Extremely conservative,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
home_phone,1,Yes,,
,2,No,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
working_cell,1,"Yes, have working cell phone",,
,2,"No, do not have a working cell phone",,
,8,Don't know,,
,9,Refused (DO NOT READ),,
trust_people,1,"In general, most people can be trusted",,
,2,"In general, most people cannot be trusted",,
,8,Don't know,,
,9,Refused (DO NOT READ),,
internetfreq,1,Almost constantly,,
,2,Several times a day,,
,3,About once a day,,
,4,Several times a week,,
,5,Less often,,
,6,Or do you not use the internet,,
,8,Don't know,,
,9,Refused (DO NOT READ),,
region_argentina,1,AMBA,,
,2,Center,,
,3,North,,
,4,South,,
,98,Unknown,,
region_australia,1,NSW,,
,2,VIC,,
,3,QLD,,
,4,SA,,
,5,WA,,
,6,TAS,,
,7,NT,,
,8,ACT,,
region_brazil,1,North,,
,2,Northeast,,
,3,Southeast,,
,4,São Paulo,,
,5,South,,
,6,Center West,,
,98,Unknown,,
region_canada,1,Atlantic,,
,2,Quebec,,
,3,Ontario,,
,4,Manitoba - Saskatchewan,,
,5,Alberta,,
,6,British Columbia,,
,7,Montreal,,
,8,Toronto,,
,9,Vancouver,,
,98,Unknown,,
region_france,1,Auvergne-Rhône-Alpes,,
,2,Bourgogne-Franche-Comté,,
,3,Bretagne,,
,4,Centre - Val de Loire,,
,5,Corse,,
,6,Grand Est,,
,7,Hauts-de-France,,
,8,Île-de-France,,
,9,Normandie,,
,10,Nouvelle-Aquitaine,,
,11,Occitanie,,
,12,Pays de la Loire,,
,13,Provence-Alpes-Côte d’Azur,,
,98,Don't know (DO NOT READ),,
,99,Refused (DO NOT READ),,
region_germany,1,Baden-Württemberg,,
,2,Bayern,,
,3,Berlin,,
,4,Brandenburg,,
,5,Bremen,,
,6,Hamburg,,
,7,Hessen,,
,8,Mecklenburg-Vorpommern,,
,9,Niedersachsen,,
,10,Nordrhein-Westfalen,,
,11,Rheinland-Pfalz,,
,12,Saarland,,
,13,Sachsen,,
,14,Sachsen-Anhalt,,
,15,Schleswig-Holstein,,
,16,Thüringen,,
,98,Don't know,,
,99,Refused,,
region_greece,1,Attica,,
,2,Central Greece,,
,3,Central Macedonia,,
,4,Crete,,
,5,East Macedonia and Thrace,,
,6,Epirus,,
,7,Ionian Islands,,
,8,North Aegean,,
,9,Peloponnese,,
,10,South Aegean,,
,11,Thessaly,,
,12,West Greece,,
,13,West Macedonia,,
,98,Don't know,,
,99,Refused,,
region_hungary,1,Bács-Kiskun,,
,2,Baranya,,
,3,Békés,,
,4,Borsod-Abaúj-Zemplén,,
,5,Budapest,,
,6,Csongrád-Csanád,,
,7,Fejér,,
,8,Győr-Moson-Sopron,,
,9,Hajdú-Bihar,,
,10,Heves,,
,11,Jász-Nagykun-Szolnok,,
,12,Komárom-Esztergom,,
,13,Nógrád,,
,14,Pest,,
,15,Somogy,,
,16,Szabolcs-Szatmár-Bereg,,
,17,Tolna,,
,18,Vas,,
,19,Veszprém,,
,20,Zala,,
,98,Don’t know (DO NOT READ),,
,99,Refused (DO NOT READ),,
region_india,1,North,,
,2,East,,
,3,Northeast,,
,4,South,,
,5,West,,
,98,Unknown,,
region_indonesia,1,Main Development Region A (Regions I and II),,
,2,"Western Java (Jakarta, West Java, Banten)",,
,3,"Main Development Region B (Regions III, IV, and V, except Western Java)",,
,4,Main Development Region C (Regions VI and VII),,
,5,"Main Development Region D (Regions VIII, IX and X)",,
,98,Unknown,,
region_israel,1,Center,,
,2,Haifa,,
,3,North,,
,4,South,,
,5,Tel Aviv,,
,6,Jerusalem,,
region_italy,1,Abruzzo,,
,2,Basilicata,,
,3,Calabria,,
,4,Campania,,
,5,Emilia-Romagna,,
,6,Friuli-Venezia Giulia,,
,7,Lazio,,
,8,Liguria,,
,9,Lombardia,,
,10,Marche,,
,11,Molise,,
,12,Piemonte,,
,13,Provincia Autonoma di Bolzano/Bozen,,
,14,Provincia Autonoma di Trento,,
,15,Puglia,,
,16,Sardegna,,
,17,Sicilia,,
,18,Toscana,,
,19,Umbria,,
,20,Valle d’Aosta/Vallée d’Aoste,,
